id,year,sid,post,l_exp_pubwelfare,l_police,l_income,unemployrt,poverty,blackm_15_24,whitem_15_24,popwt
402,2006,38,0,7.0541,5.3076615,10.83809,5.4,13.169139943762872,2.9964943,18.291983,3581658.2
5,2005,1,0,7.0059175,5.6622906,10.633232,3.9,16.87298173709831,2.3120463,4.635865,4499293.0
45,2001,5,0,7.2165027,5.751651,10.971726,5.4,13.11710826257814,0.508365,2.826239,35311970.0
278,2003,27,0,6.781271,5.730503,10.607451,4.4,14.466043023113803,0.76863,12.734609,921333.75
367,2004,35,0,7.164873,5.5786886,10.720422,3.5,11.09168414819966,17.762932,106.16444,625979.44
464,2002,44,0,6.7713237,5.900252,10.792592,6.4,15.749088849875474,0.009097125,0.9090432,22486206.0
16,2005,2,0,7.8173127,5.657445,11.041673,6.9,10.766778241113002,0.4592317,6.0356164,651473.25
48,2004,5,0,7.3423448,5.771945,10.947574,6.2,13.355055438665394,0.5119037,2.7795029,35311970.0
559,2009,,0,,5.496688977104336,10.701708509661058,3.7347820154391402,,,,1344245.5006685741
462,2000,44,0,6.6073613,5.8926325,10.797185,4.4,14.987720243021547,0.008959765,0.91391575,22486206.0
3,2003,1,0,7.1104236,5.853816,10.695688,5.5,15.447801660310034,2.292948,4.688166,4499293.0
309,2001,30,0,6.975903,5.3980756,11.054313,3.4,6.123471359129676,6.816488,24.223871,1274359.0
365,2002,35,0,7.1276965,5.532145,10.6890545,3.5,11.245483371432783,16.98072,106.27895,625979.44
225,2005,22,0,7.537086,5.757847,11.043913,4.8,10.233856176591416,1.8519585,8.931611,6315575.0
26,2004,3,0,6.9608974,5.8624873,10.831924,4.9,15.150647045072974,0.29112548,3.7395122,5802964.5
263,2010,25,1,7.4680805,5.85493,10.544947,10.7,21.12689527,2.068017,11.244788,2847116.8
50,2006,5,0,7.3619747,5.7618527,10.999112,4.9,12.855241585220115,0.51091474,2.6979296,35311970.0
229,2009,22,0,7.629903,5.5520167,11.007966,8.5,10.11333436540496,1.8423246,8.148528,6315575.0
37,2004,4,0,7.164019,5.6783466,10.606139,5.7,15.866827710742518,1.4764906,5.2691607,2732902.5
157,2003,16,0,7.061813,5.5759153,10.800799,4.4,9.289762763621408,0.52731323,5.958164,2907060.2
237,2006,23,0,7.15029,5.547155,10.870585,6.9,13.162985260077043,0.21223016,3.1183352,9905407.0
554,,29,,,,,5.015790826854412,10.967384327301293,0.27405102442681695,,1429642.1477985203
175,2010,17,1,7.0728683,5.9212685,10.741363,6.6,12.40626714,1.0526174,8.91739,2702063.2
472,2010,44,1,7.0652328,5.893422,10.767727,8.2,16.62237338,0.013433209,0.7529011,22486206.0
530,2002,50,0,7.1425495,5.7032266,10.926532,5.3,8.624293458231074,0.5456519,6.3813143,5434086.5
194,2007,19,1,7.0822554,6.17998,10.679205,3.8,18.045866383306095,0.034506947,1.9127529,4365311.5
477,2004,45,0,6.8867226,5.705708,10.9805355,5.0,10.687167159259612,0.021536754,1.9057473,2449745.5
558,2002,15,,,5.619412288315704,,9.884199696443565,10.225681170757515,9.985067831895607,0.9912012653282641,
67,2001,7,0,7.1690555,5.691,11.092839,3.1,7.226757098227354,0.75972277,4.389667,3424474.2
302,2005,29,0,6.5291023,5.8820586,10.893809,4.2,11.066396615939068,0.047453452,3.5735807,2347658.5
168,2003,17,0,6.7509713,5.951991,10.867349,5.6,10.529509449618,1.0555136,9.679769,2702063.2
331,2001,32,0,7.0890255,5.4785976,10.616266,4.9,18.220036222203753,12.205109,40.382847,1894993.1
485,2001,46,0,7.3699756,5.342374,10.824547,3.3,9.093717764522951,18.990885,56.14827,608010.25
193,2006,19,0,7.062626,6.09221,10.582993,4.0,18.851742911463493,0.033653874,1.960857,4365311.5
152,2009,15,1,7.0929413,5.5826087,10.715218,10.0,14.120983484507374,0.1404185,3.1149225,6158275.5
310,2002,30,0,6.8601613,5.3163815,11.113149,4.6,6.414231138970569,6.8329034,24.208967,1274359.0
320,2001,31,0,6.7609315,6.149027,11.06285,4.3,7.946753516062718,0.038867984,0.5984246,8530271.0
460,2009,43,1,7.2751207,6.0222883,10.625854,10.3,17.139845035349353,3.9483984,12.454503,5885931.5
316,2008,30,0,7.0836773,5.549193,11.112642,4.0,7.615572072806634,6.876106,24.396288,1274359.0
103,2004,11,0,7.1094246,5.8332186,10.764414,4.7,14.189682000408087,0.043733668,0.28837654,8871351.0
370,2007,35,0,7.060342,5.5642676,10.812532,3.2,11.328364504813324,17.967129,99.744865,625979.44
74,2008,7,0,7.396189,5.7206244,11.089806,5.8,8.831333241339982,0.8451746,4.781927,3424474.2
399,2003,38,0,7.169631,5.3727694,10.806916,8.1,12.154280300843944,2.9111772,19.210546,3581658.2
557,,,,,6.1467540499819675,10.814931138524436,2.677866235835485,10.255564720977066,,,
119,2009,12,0,7.200581,5.6936493,10.943199,6.9,10.3024352446141,0.09092038,7.4754677,1248183.9
511,2005,48,0,7.106905,5.4386044,10.943128,5.5,11.910327743121188,0.36263868,0.20114416,6189167.5
436,2007,41,1,7.1795077,5.8473706,10.747057,5.9,14.917363071652227,0.021796688,1.1978481,4183317.2
457,2006,43,0,7.2816153,5.990047,10.692059,5.2,15.683654525574026,3.9270697,12.754796,5885931.5
207,2009,20,0,7.6953826,5.3807564,10.784897,8.1,12.268797763563713,9.686489,16.213707,1289211.6
444,2004,42,0,6.9920874,5.7080708,10.76741,3.7,13.170011328693963,11.183848,40.61337,761746.56
334,2004,32,0,7.3424907,5.664456,10.72911,5.8,16.968097584490753,12.008189,40.147636,1894993.1
407,2000,39,0,7.2538676,5.421956,10.885566,4.2,9.587708319037374,0.038403906,0.47389576,12172547.0
382,2008,36,0,7.2600265,5.614091,10.769074,6.6,12.9799216191971,0.2437253,1.5670583,11286245.0
495,2000,47,0,6.611885,5.6975145,10.997322,2.3,9.068605078604616,0.24762246,4.485041,7382067.5
357,2005,34,0,7.1896114,5.8812127,10.757264,5.2,14.829222684802035,0.01415996,0.643654,8533450.0
36,2003,4,0,7.09824,5.6724567,10.543709,5.8,16.310561790629805,1.4745315,5.3504786,2732902.5
139,2007,14,0,7.155058,6.037423,10.918954,5.0,11.704187318690556,0.37277493,2.9366155,12520122.0
253,2000,25,0,7.0618105,5.624358,10.678814,5.6,17.814897477270115,1.8166813,11.687977,2847116.8
303,2006,29,0,6.5000916,5.896744,10.942651,4.2,10.3315970281251,0.048526786,3.4518132,2347658.5
369,2006,35,0,7.087545,5.539745,10.700725,3.2,11.175135680889245,17.739716,100.77878,625979.44
59,2004,6,0,6.811012,5.838752,10.980825,5.6,10.376625140515594,0.34177217,5.2165656,4600371.5
111,2001,12,0,6.980355,5.6936793,10.975465,4.2,10.591318467291764,0.057966623,7.722181,1248183.9
494,2010,46,0,7.717691,5.4912877,10.932071,6.1,11.26123243,20.337421,59.14963,608010.25
335,2005,32,0,7.447388,5.6815286,10.68047,5.3,18.293291649003816,11.994171,40.19097,1894993.1
262,2009,25,1,7.4868355,5.703472,10.481701,9.6,21.231863228208496,2.0347748,11.490192,2847116.8
572,,,0,,5.8396381893164175,,4.113769085223511,,10.319625571933074,,
297,2000,29,0,6.272681,5.8954635,10.967077,4.5,9.914933558385448,0.044131525,3.747973,2347658.5
150,2007,15,1,7.0451117,5.5470777,10.817777,4.6,11.98480660813525,0.12847354,3.1930022,6158275.5
266,2002,26,0,7.0984297,5.8352146,10.855975,5.2,11.453346126735688,0.009280847,1.1127391,5688724.5
493,2009,46,0,7.708267,5.432491,10.881475,7.0,11.14368792451492,21.22776,58.58862,608010.25
38,2005,4,0,7.178753,5.7121024,10.619887,5.1,17.093088811078278,1.4614476,5.1937656,2732902.5
408,2001,39,0,7.3556533,5.361108,10.888763,4.8,10.17343847291875,0.0398521,0.47961718,12172547.0
307,2010,29,0,6.5857496,5.908791,10.849822,14.0,12.83877058,0.06135814,3.1253111,2347658.5
198,2000,20,0,7.3774776,5.4481874,10.761789,3.3,10.058539803275938,8.404361,15.418896,1289211.6
336,2006,32,0,7.2841225,5.489122,10.675585,4.2,17.91262555644406,11.651597,39.05205,1894993.1
146,2003,15,0,6.9652123,5.6629467,10.825641,5.3,10.1312932648325,0.11617888,3.3568566,6158275.5
506,2000,48,0,7.0167456,5.469829,10.89379,5.0,9.85760208998706,0.37327152,0.23132344,6189167.5
147,2004,15,0,6.985952,5.6432414,10.796715,5.3,11.278740635722809,0.119096935,3.3512354,6158275.5
452,2001,43,0,7.206454,6.019063,10.693489,4.7,13.387830048503057,3.6594474,13.172273,5885931.5
325,2006,31,0,7.345981,6.0351343,11.206373,4.6,8.490067120863403,0.04346351,0.57762223,8530271.0
371,2008,35,1,7.1117754,5.5682454,10.8249445,3.3,11.063664535485495,18.138998,98.83169,625979.44
123,2002,13,0,6.8344965,5.589761,10.73005,5.4,11.963357588357589,11.358078,42.048275,1401675.9
522,2005,49,0,7.3071294,5.4432135,10.614058,5.0,17.945929166078738,0.3253845,6.446564,1789705.4
96,2008,10,1,6.913868,6.0070543,10.723796,6.0,13.063376232330295,1.3327286,2.0683112,17281274.0
143,2000,15,0,6.7663407,5.57626,10.853987,2.9,8.968033138094086,0.10809289,3.349863,6158275.5
239,2008,23,1,7.203485,5.5749817,10.828103,8.4,13.96355076208251,0.22597735,3.0624855,9905407.0
356,2004,34,0,7.113396,5.8793263,10.746046,5.5,14.19546584364648,0.013264768,0.6558261,8533450.0
97,2009,10,1,6.9428453,5.9824424,10.74471,10.5,14.886562816574308,1.3515658,2.0840042,17281274.0
324,2005,31,0,7.319316,6.1715136,11.167219,4.5,8.661741748183726,0.043830685,0.6039951,8530271.0
509,2003,48,0,7.1201134,5.4598308,10.938805,7.4,11.205655406826688,0.36519077,0.18971556,6189167.5
293,2007,28,0,7.095986,5.568123,10.853387,3.0,10.79642044723436,0.8700034,4.7793503,1725508.9
453,2002,43,0,7.30039,6.0509195,10.711725,5.3,13.812032350254649,3.7444754,13.305665,5885931.5
122,2001,13,0,6.781303,5.5979543,10.759922,4.9,11.757653401494542,11.430858,42.488827,1401675.9
183,2007,18,1,7.284255,5.5009828,10.633111,5.5,16.809466698116438,2.9868882,4.4762425,4105912.0
202,2004,20,0,7.6323833,5.421255,10.772813,4.6,11.636747541496414,9.215195,16.30069,1289211.6
323,2004,31,0,7.240259,6.158459,11.063556,4.9,8.434825374731252,0.04364191,0.61149246,8530271.0
246,2004,24,0,7.4632,5.535489,11.078444,4.6,8.243895434896066,1.9470439,2.4827638,5031185.0
395,2010,37,1,7.2837844,5.7492633,10.678215,6.8,15.77866718,0.1755341,5.42969,3490586.0
403,2007,38,0,7.0017385,5.6044626,10.874759,5.2,12.919020419580116,3.0680597,18.290157,3581658.2
532,2004,50,0,7.1505146,5.8170395,10.874039,5.0,11.033455367643857,0.5805429,6.423351,5434086.5
388,2003,37,0,7.010802,5.7324743,10.658693,5.6,14.828747342346931,0.1512014,5.7419734,3490586.0
550,2009,48,0,7.282284589297883,6.130279891311552,,6.706576771439277,19.45090264151187,1.5746821899616432,7.064572412168049,
368,2005,35,0,7.137058,5.564411,10.760495,3.4,11.578541610281391,18.15253,105.71365,625979.44
125,2004,13,0,6.9362245,5.584048,10.8435335,4.7,11.821325851816562,11.309104,41.607628,1401675.9
486,2002,46,0,7.351481,5.417883,10.86117,4.0,9.565376468969127,19.510225,56.600586,608010.25
223,2003,22,0,6.9163847,5.744879,11.008843,5.8,9.647562308513272,1.7668276,8.835714,6315575.0
342,2001,33,0,7.6742177,6.1488023,10.8564,4.9,13.9065184499633,0.7494886,2.0134137,18912244.0
53,2009,5,0,7.4842234,5.8161464,10.951876,11.6,14.13618349210366,0.5203516,2.6675663,35311970.0
219,2010,21,0,7.3329535,5.8776093,11.067029,7.4,8.893767967,0.69830036,6.177148,5471289.5
129,2008,13,0,6.9983215,5.6992784,10.779373,4.2,12.453195493377912,10.713303,37.854996,1401675.9
525,2008,49,0,7.2690353,4.0156374,10.557764,4.7,17.01674475435245,0.34214228,6.1487284,1789705.4
560,2002,4,0,6.732414202967664,,,6.47804077113326,,,98.67293164319135,
424,2006,40,0,7.6608357,5.71006,10.970093,5.2,11.01385337342288,10.034751,17.553507,1042039.56
487,2003,46,0,7.500997,5.397892,10.845154,4.5,9.371741048747223,19.92573,57.310246,608010.25
375,2001,36,0,7.0553336,5.681623,10.84856,4.4,10.335921652594532,0.231336,1.6498188,11286245.0
556,,,,7.607151531053257,,10.945934500443032,4.847261612327389,,11.552516086719214,6.307394947582371,
380,2006,36,0,7.3198147,5.552748,10.812471,5.5,12.857529434990711,0.2365045,1.6028132,11286245.0
294,2008,28,0,7.0904355,5.6043816,10.846809,3.3,10.530262646705395,0.8920343,4.7452817,1725508.9
552,,,1,,5.810746466319927,10.790815613230667,,,1.0091747418847108,,2548960.27113543
438,2009,41,1,7.2582636,5.675493,10.640149,11.8,17.05475849736929,0.023591382,1.1595097,4183317.2
393,2008,37,1,7.210769,5.7694607,10.751371,3.9,15.369003383062504,0.16002995,5.4594865,3490586.0
112,2002,12,0,7.0293703,5.683552,10.956562,4.0,11.144300919210584,0.05874872,7.6764717,1248183.9
179,2003,18,0,7.2927732,5.529067,10.687092,6.3,15.15132514421554,3.310862,4.9714766,4105912.0
398,2002,38,0,7.213205,5.4069815,10.8329315,7.6,11.502305501526791,2.8433697,19.227892,3581658.2
437,2008,41,1,7.138828,5.8517423,10.661674,7.0,15.446444894876992,0.020848593,1.1719043,4183317.2
426,2008,40,0,7.6699886,5.727861,10.895164,7.7,11.58800196527384,10.25006,18.265097,1042039.56
373,2010,35,1,7.126745,5.6218805,10.847004,3.8,11.91035947,17.663715,95.53991,625979.44
314,2006,30,0,7.048012,5.493626,11.112657,3.4,7.747538776860511,6.7999344,24.19121,1274359.0
151,2008,15,1,7.1579437,5.523858,10.760199,5.9,12.620235352796383,0.13289991,3.1515589,6158275.5
465,2003,44,0,6.925006,5.867548,10.748389,6.7,16.536066454236835,0.009193505,0.89838785,22486206.0
233,2002,23,0,7.071891,5.658131,10.854547,6.2,11.03372617354472,0.18327689,3.1659052,9905407.0
306,2009,29,0,6.6131434,5.9847593,10.864427,11.7,12.71673757533596,0.05636817,3.368381,2347658.5
404,2008,38,0,7.063777,5.586361,10.8663,6.4,13.424488773194874,3.075017,17.971775,3581658.2
164,2010,16,0,7.337619,5.5855746,10.803182,6.7,11.53924138,0.5272714,5.5135183,2907060.2
317,2009,30,0,7.2254295,5.54087,11.085061,6.4,8.42081496466145,6.8814573,24.293932,1274359.0
136,2004,14,0,7.075484,6.0037355,10.881551,6.2,11.993967001064766,0.36233345,3.0437784,12520122.0
197,2010,19,1,7.267761,6.0206013,10.582612,7.4,17.33284163,0.04324698,1.7729925,4365311.5
451,2000,43,0,7.082404,5.965257,10.672878,4.0,12.80476173890886,3.5567951,13.015974,5885931.5
258,2005,25,0,7.4338884,5.707262,10.510968,7.8,20.94604547340869,2.0078566,12.076882,2847116.8
232,2001,23,0,7.048218,5.682183,10.923724,5.2,9.89450137559808,0.17492585,3.1462116,9905407.0
115,2005,12,0,7.1512194,5.6635504,11.105679,2.7,9.833639971635284,0.07462699,7.8179846,1248183.9
120,2010,12,0,7.282712,5.6219726,10.976902,6.5,9.782726465,0.09254051,7.172149,1248183.9
450,2010,42,1,7.0988317,5.698946,10.729175,4.6,13.33344891,11.0907755,38.86892,761746.56
376,2002,36,0,7.1339273,5.7113857,10.853812,5.7,10.321331056547534,0.2367536,1.6561962,11286245.0
384,2010,36,1,7.2893553,5.4922338,10.738417,10.4,14.44098691,0.21985243,1.5554676,11286245.0
224,2004,22,0,7.582895,5.749062,11.00285,5.2,10.039336177414963,1.7953802,8.8867445,6315575.0
548,2009,51,0,7.2202888,5.9800453,10.884367,5.9,10.30138429503635,0.14753345,6.941324,504780.2
433,2004,41,0,7.2467628,5.8845005,10.706856,6.8,15.322852783781029,0.019655956,1.3142396,4183317.2
347,2006,33,0,7.804154,6.099708,10.861822,4.5,13.833770248629676,0.8311949,2.1086717,18912244.0
127,2006,13,0,6.9670615,5.582266,10.819258,3.4,12.474419778174044,10.679627,38.749237,1401675.9
570,,,0,7.10824180544499,,10.820660432392817,,,,,3153045.74597424
285,2010,27,1,7.190879,5.70029,10.632653,7.2,14.21643221,0.7790494,11.019931,921333.75
535,2007,50,0,7.0956383,5.8177223,10.895275,4.9,10.57449817314366,0.5950183,6.148852,5434086.5
43,2010,4,0,7.281892,5.8402414,10.560256,7.7,17.8843975,1.3095,5.0557156,2732902.5
107,2008,11,1,6.9345856,5.855726,10.753895,6.1,14.606392888443196,0.04487208,0.26868564,8871351.0
478,2005,45,0,6.821666,5.7039127,11.022197,4.1,10.495437411168558,0.02171092,1.874637,2449745.5
421,2003,40,0,7.6309958,5.712872,10.878122,5.4,11.519809177821742,9.795641,17.276484,1042039.56
133,2001,14,0,6.981245,6.026395,10.948365,5.4,10.261409218094624,0.35108006,3.0727913,12520122.0
469,2007,44,0,6.8335314,5.888664,10.787813,4.3,16.194209705738725,0.010686182,0.82918614,22486206.0
44,2000,5,0,7.2422085,5.749037,10.989926,4.9,13.024696860034709,0.50634015,2.8180654,35311970.0
169,2004,17,0,6.981676,5.9284873,10.766419,5.6,11.220582682043858,1.1043342,9.683793,2702063.2
65,2010,6,0,6.9293613,5.8390646,11.009439,8.1,12.25443044,0.35100263,5.5242176,4600371.5
283,2008,27,0,7.0284557,5.6283507,10.679205,4.2,13.901887723524196,0.78683025,11.827441,921333.75
85,2008,8,0,7.441735,5.9041533,10.846284,4.6,10.208469675239382,1.7358935,4.3579516,822992.0
242,2000,24,0,7.2577443,5.521629,11.13733,3.1,7.036421972089617,1.9743724,2.5698867,5031185.0
186,2010,18,1,7.417879,5.45537,10.627067,10.3,17.69417637,2.847927,4.3936906,4105912.0
496,2001,47,0,6.6580224,5.713566,11.032855,3.2,8.91632246909122,0.25670344,4.5529966,7382067.5
159,2005,16,0,7.157426,5.575935,10.85771,4.3,10.784579155372796,0.54486555,6.0192676,2907060.2
12,2001,2,0,7.6233864,5.689826,11.165422,6.2,8.830911846844431,0.3614765,5.2216706,651473.25
35,2002,4,0,7.0782166,5.6694803,10.577758,5.3,16.546912763089182,1.4577692,5.364598,2732902.5
28,2006,3,0,7.073736,5.8510466,10.828817,4.1,13.952491584118755,0.30230358,3.4848673,5802964.5
170,2005,17,0,7.0360894,5.96882,10.756583,5.1,11.667698233616864,1.1356876,9.656706,2702063.2
142,2010,14,0,7.295567,5.9650626,10.834884,10.5,12.787283,0.38519317,2.982504,12520122.0
236,2005,23,0,7.2243457,5.5983067,10.845446,6.8,13.099225864300164,0.20722546,3.1939826,9905407.0
440,2000,42,0,6.722778,5.5197716,10.740324,2.7,11.602282957933774,10.4412565,40.57963,761746.56
470,2008,44,1,6.8864403,5.904953,10.759562,4.8,15.750841787270806,0.010928462,0.8065759,22486206.0
221,2001,22,0,7.280715,5.7850857,11.072124,3.7,8.40839724339118,1.7319481,8.709227,6315575.0
526,2009,49,1,7.381039,5.5062175,10.625174,8.0,17.453598122560248,0.35502866,6.1336985,1789705.4
95,2007,10,1,6.9199705,6.0256004,10.78218,4.0,12.02952973387014,1.3155202,2.0706384,17281274.0
51,2007,5,0,7.3980727,5.809924,10.978626,5.4,12.258258200789218,0.51793396,2.7152584,35311970.0
240,2009,23,1,7.262717,5.5341687,10.752634,13.7,15.594447291061206,0.22898221,3.0226986,9905407.0
480,2007,45,0,6.7600207,5.7162685,10.938254,2.7,9.872794887577786,0.023829613,1.7639347,2449745.5
351,2010,33,0,7.851352,6.068438,10.816292,8.4,14.05340778,0.863363,2.1881037,18912244.0
489,2005,46,0,7.6407247,5.5581536,10.944277,3.5,10.41823706188049,20.905212,59.26879,608010.25
178,2002,18,0,7.2871313,5.530444,10.704457,5.7,14.9884253876785,3.3027048,5.037074,4105912.0
546,2007,51,0,7.129609,6.008737,10.844607,3.0,9.366707908272444,0.138315,7.0758533,504780.2
41,2008,4,0,7.2076764,5.834732,10.598807,5.2,16.930460872204595,1.4364426,4.919954,2732902.5
536,2008,50,0,7.073497,5.8084188,10.856071,5.0,10.24522310002424,0.59568244,6.0502605,5434086.5
500,2005,47,0,6.833684,5.718143,10.967854,3.5,9.939955879272423,0.26712188,4.4851165,7382067.5
206,2008,20,0,7.5599213,5.416808,10.775304,5.5,12.255630693142336,9.653334,16.342945,1289211.6
392,2007,37,1,7.1725135,5.7524548,10.7242365,4.3,15.45781311286861,0.1576492,5.541765,3490586.0
282,2007,27,0,7.006714,5.6681447,10.734351,3.1,13.8815924969503,0.7738576,12.083881,921333.75
358,2006,34,0,7.1050177,5.8473353,10.669792,4.8,14.18871213870483,0.013684857,0.62018824,8533450.0
397,2001,38,0,7.0964303,5.4343176,10.836223,6.4,11.271450984388387,2.786776,19.298178,3581658.2
254,2001,25,0,7.149149,5.699826,10.522557,5.6,19.194186874858826,1.858338,11.833448,2847116.8
217,2008,21,0,7.1571345,5.9139585,11.074684,4.3,7.988038980109464,0.6038713,6.0986786,5471289.5
4,2004,1,0,7.0855193,5.792754,10.652069,5.1,16.252654002359012,2.2913275,4.661734,4499293.0
256,2003,25,0,7.3648777,5.632559,10.56615,6.4,18.60489328100986,1.9437493,12.026632,2847116.8
545,2006,51,0,7.099053,5.890402,10.8370285,3.2,10.04419383150422,0.12873687,7.0681005,504780.2
430,2001,41,0,7.0999436,5.748106,10.746627,5.2,14.021831057270628,0.017642647,1.3054031,4183317.2
100,2001,11,0,6.865631,5.9093146,10.867311,4.0,12.987876821716004,0.042441677,0.2782206,8871351.0
226,2006,22,0,7.5547743,5.759103,10.999312,5.0,9.690170855526626,1.8186343,8.535102,6315575.0
448,2008,42,1,6.9402833,5.654732,10.8638525,3.0,12.346482657394157,11.041813,38.121563,761746.56
529,2001,50,0,6.9910383,5.7564607,10.930335,4.4,8.19062382468028,0.52343607,6.314573,5434086.5
213,2004,21,0,7.06384,5.884272,11.096091,4.3,9.337462782667748,0.5837286,6.070102,5471289.5
359,2007,34,0,7.0794168,5.8445234,10.7311,4.7,14.170086769116224,0.012886335,0.5990511,8533450.0
171,2006,17,0,7.0068083,5.9351616,10.804868,4.5,11.834085543988497,1.101562,9.188065,2702063.2
98,2010,10,1,7.019406,5.9600835,10.697453,11.9,14.66394815,1.2911884,2.0388312,17281274.0
292,2006,28,0,7.094681,5.5983186,10.860229,3.0,11.004444303696538,0.8195864,4.7369523,1725508.9
215,2006,21,0,7.11658,5.88017,11.139686,3.9,7.781325552328309,0.59041333,6.016888,5471289.5
61,2006,6,0,6.827836,5.847916,11.005926,4.3,11.346291278810831,0.34211466,5.026784,4600371.5
406,2010,38,0,7.2621126,5.590638,10.830243,10.6,14.32751919,3.2745297,18.220192,3581658.2
47,2003,5,0,7.4132695,5.7979703,10.9758415,6.9,13.95673794663252,0.50739825,2.7859185,35311970.0
32,2010,3,1,7.2804503,5.854319,10.763822,9.5,15.93302353,0.39063933,4.773304,5802964.5
417,2010,39,0,7.4422183,5.450475,10.788494,9.0,12.35017878,0.048566975,0.48380604,12172547.0
267,2003,26,0,7.08788,5.8410854,10.856669,5.6,11.80692254920861,0.010045615,1.1384429,5688724.5
327,2008,31,0,7.281258,6.1848025,11.099408,5.5,8.54714605063966,0.0452841,0.55296034,8530271.0
200,2002,20,0,7.458246,5.448396,10.7069235,4.4,11.186720304998545,8.828174,16.018538,1289211.6
134,2002,14,0,6.984662,6.0180817,10.854431,6.6,11.498215615944163,0.3517787,3.0538006,12520122.0
27,2005,3,0,7.0762053,5.865528,10.830362,4.6,14.352746276526675,0.29832727,3.6536171,5802964.5
502,2007,47,0,6.868571,5.720923,11.038287,3.0,9.678793459535369,0.265745,4.3319683,7382067.5
230,2010,22,0,7.65637,5.7053246,11.024074,8.9,10.3868673,1.8923156,8.193644,6315575.0
260,2007,25,1,7.320605,5.696027,10.576458,6.3,20.073513876587253,2.0138204,11.707955,2847116.8
378,2004,36,0,7.2465262,5.526451,10.81372,6.2,11.77788735677527,0.23748857,1.6683013,11286245.0
288,2002,28,0,7.0901194,5.624233,10.856438,3.7,10.12659283971542,0.6554317,4.513885,1725508.9
418,2000,40,0,7.28525,5.731941,10.886053,4.2,10.537660611211654,9.563122,17.548635,1042039.56
162,2008,16,0,7.1892414,5.5950837,10.835179,4.0,11.092949951933242,0.5540159,5.6929874,2907060.2
391,2006,37,0,7.1228595,5.7280135,10.645401,4.0,16.112177764267667,0.15156968,5.5219417,3490586.0
527,2010,49,1,7.406719,5.4764247,10.665204,9.1,17.06745655,0.34184065,6.0094666,1789705.4
138,2006,14,0,7.125266,6.0055313,10.871079,4.5,11.97113927167847,0.36409843,2.9407487,12520122.0
62,2007,6,0,6.8482747,5.8621755,11.071206,3.8,11.506219320052333,0.34674725,5.0184584,4600371.5
471,2009,44,1,7.0337563,5.933016,10.784338,7.5,17.393969917010097,0.011818276,0.80096,22486206.0
135,2003,14,0,7.006147,6.0113034,10.88796,6.7,11.57442041230392,0.3576121,3.0554993,12520122.0
562,2007,,0,,,,8.084610967685828,15.52293145590413,2.0196548424698824,,
128,2007,13,0,6.9730887,5.6277924,10.8536,2.7,12.154670454164869,10.803665,38.923447,1401675.9
563,2003,22,0,,6.037369682962239,10.831116535599321,,11.678122706917806,,,1889250.5883689108
8,2008,1,1,6.9110613,5.856899,10.715284,4.9,15.606913546509087,2.2850144,4.4733872,4499293.0
326,2007,31,0,7.2744317,6.1751523,11.060809,4.2,8.370686110372597,0.044533823,0.5710041,8530271.0
344,2003,33,0,7.8152323,5.9515657,10.834174,6.4,14.518034892237194,0.7739673,2.0103462,18912244.0
64,2009,6,0,6.9104204,5.886072,10.948224,7.5,12.774087273918068,0.35928643,4.9574757,4600371.5
300,2003,29,0,6.4596696,5.8745537,10.888651,5.3,11.403649435987196,0.047835317,3.6637957,2347658.5
14,2003,2,0,7.8120546,5.6619034,11.026011,7.7,10.022672712723391,0.38581717,5.5305223,651473.25
156,2002,16,0,7.021083,5.582811,10.814766,3.9,9.25059101988708,0.52937585,5.9261923,2907060.2
40,2007,4,0,7.2144036,5.708399,10.66658,5.4,17.235264153922873,1.441102,4.9834013,2732902.5
492,2008,46,0,7.623319,5.3436112,10.846362,5.0,10.069465700504884,21.12695,58.67806,608010.25
379,2005,36,0,7.271297,5.630436,10.807057,5.9,12.93001025672653,0.23754872,1.6508023,11286245.0
187,2000,19,0,6.808087,6.1716466,10.568543,4.9,17.38407772331988,0.019316822,1.7785554,4365311.5
514,2008,48,0,7.0857024,5.447328,10.956876,5.6,11.26835033735038,0.35751903,0.2045224,6189167.5
216,2007,21,0,7.159643,5.90808,11.142065,3.6,8.138867060044378,0.59862345,6.0888987,5471289.5
409,2002,39,0,7.3396983,5.467559,10.849454,5.6,10.174454815044678,0.041227072,0.48378983,12172547.0
279,2004,27,0,6.882759,5.724014,10.576304,4.2,13.86859533363418,0.78644997,12.7249,921333.75
52,2008,5,0,7.4228926,5.826383,10.963619,7.2,13.12849549345787,0.51740736,2.68379,35311970.0
533,2005,50,0,7.141551,5.8136992,10.817115,4.8,10.187376610263383,0.59323806,6.4266186,5434086.5
337,2007,32,0,7.4303737,5.671609,10.750278,3.5,17.70906303996146,11.766135,39.66792,1894993.1
295,2009,28,0,7.1274514,5.6047273,10.828024,4.6,11.980651466827377,0.9037178,4.645612,1725508.9
251,2009,24,0,7.5726933,5.5767627,10.951087,8.0,10.756659672461508,1.8512962,2.284054,5031185.0
461,2010,43,1,7.373101,6.009437,10.563233,10.0,16.49033694,3.8922892,19.902332,5885931.5
455,2004,43,0,7.425487,6.0421505,10.690717,5.5,15.252352010888634,3.8350463,13.286163,5885931.5
577,2004,23,0,7.0358976546118575,,10.861336145066062,4.494344295836545,15.204313162367281,,2.3202091592235643,
