id,homicide,murder,robbery,assault,burglary,larceny
409,5.2447896,5.017852,144.25693,235.84743,467.40826,1785.5903
410,5.4269314,5.2591743,150.81332,226.6981,452.25546,1788.9497
411,5.435745,5.3939314,154.49223,236.99011,455.2896,1791.2786
412,6.310967,6.2358365,160.3954,243.79866,468.59763,1794.0844
413,6.0206,5.8759127,169.38062,237.53638,464.1167,1748.2006
414,5.926961,5.846322,156.9798,225.81319,452.0457,1704.5698
415,5.6930017,5.6607924,151.97174,225.33658,472.56747,1764.4843
416,5.304957,5.304957,139.84633,210.87202,437.595,1634.5338
417,5.1883745,5.1646833,129.21184,205.95555,435.68918,1612.4473
418,4.457639,4.457639,91.33207,172.56017,655.76825,2183.0544
419,3.823147,3.823147,96.657,180.08003,668.9527,2340.4521
420,3.97764,3.97764,88.866295,164.82951,622.3551,2333.3223
421,2.4103448,2.4103448,80.023445,165.25323,532.5898,2151.9558
422,2.5072277,2.5072277,70.49167,153.9052,526.99994,2085.1455
423,3.2924616,3.2924616,75.14559,152.71211,515.0766,1894.8116
424,2.5290134,2.5290134,69.3137,131.5087,510.76703,1765.8134
425,1.7889677,1.7889677,71.464554,130.50049,489.42392,1801.8671
426,2.9403229,2.9403229,83.46723,138.76427,546.9,1984.8127
427,3.0263453,3.0263453,74.240036,148.0072,544.08014,1835.0055
428,2.7518253,2.7518253,74.01461,151.44528,580.8249,1745.0367
429,7.5058517,7.4026785,160.43436,646.22546,1039.9603,3234.0935
430,8.40126,8.40126,152.41924,637.17194,1084.8064,3226.644
431,7.5027084,7.7041235,145.37128,647.80096,1101.3623,3101.6902
432,7.5588374,7.5338907,144.71556,633.6202,1097.4783,3188.4075
433,7.044616,7.0199847,134.68518,631.4045,1077.3583,3226.508
434,7.632547,7.681162,137.50739,601.78015,1038.9258,3074.6282
435,8.400349,8.377208,136.71973,583.8127,993.55536,2896.9634
436,8.404655,8.404655,146.38878,602.54913,1044.7633,2920.0637
437,6.9722414,6.9722414,149.801,548.83124,1044.0194,2869.7473
438,6.9053473,6.8827066,130.2507,522.4971,1028.8514,2699.8774
439,6.1067944,5.8450747,108.65732,456.26477,1006.66144,2640.1853
440,0.9636219,0.9636219,18.033495,112.33078,398.66415,1728.7377
441,0.96158075,1.3736868,14.148973,97.53176,424.0571,1726.8616
442,1.5028082,1.2295704,15.984414,117.6289,414.50183,1658.4171
443,1.3598984,1.3598984,14.142944,116.81528,391.37878,1573.6746
444,2.292712,2.1578465,15.104925,115.17506,424.5563,1468.6842
445,2.412762,2.1446772,19.436138,113.53385,335.77603,1387.3381
446,3.7088242,3.0693717,19.055683,174.18684,385.97348,1319.574
447,3.9328074,3.4253483,15.22377,161.6257,336.1916,1356.438
448,4.6496606,4.021328,16.839312,186.99176,325.6019,1287.3276
449,3.7664168,3.2642279,14.689026,141.74283,329.0593,1367.3348
450,2.848075,2.848075,19.06972,200.47972,393.90115,1375.2488
451,7.3989363,7.579398,170.80716,508.39716,1016.7943,2781.1157
452,7.564352,7.4928217,182.74258,535.3701,1067.6824,2950.902
453,7.440587,7.5291653,166.75772,521.532,1085.0502,2863.0315
454,6.960482,6.9780593,165.45207,500.43405,1113.0269,2931.2947
455,6.2104464,6.1930504,154.1826,515.11914,1050.4874,2954.3633
456,7.417491,7.417491,172.25446,558.80725,1058.55,2914.6265
457,6.955021,6.9384613,184.4902,534.5761,1043.4187,2719.413
458,6.668153,6.668153,181.60426,540.28503,1016.2759,2774.7253
459,6.7056155,6.7056155,175.92476,515.3233,1062.2379,2719.355
460,7.5986943,7.5986943,156.73119,483.7348,1036.4099,2570.3882
461,5.663577,5.695306,132.72124,445.15396,1019.04724,2428.2307
462,6.101314,6.0914574,149.1175,366.18726,931.3375,3141.9402
463,6.4148126,6.3714695,170.23334,372.29993,984.19214,3224.864
464,6.1370244,6.1275973,177.13469,370.61594,1002.10724,3247.5889
465,6.599275,6.5899935,171.79,351.69217,1020.41406,3242.2954
466,6.224853,6.211162,163.45715,346.77087,1004.54706,3178.6318
467,6.3178697,6.3043985,160.70828,338.49323,987.09644,3040.1301
468,5.89592,5.891666,158.51772,317.0184,917.4791,2760.7026
469,6.0721803,6.067904,165.79617,313.9702,976.428,2834.8145
470,5.745201,5.7410073,158.26141,320.48157,964.74927,2744.6208
471,5.583768,5.583768,159.62859,310.76398,1007.8407,2848.3723
472,5.0384617,5.0344276,132.48856,288.49933,922.15955,2640.759
473,1.9610624,2.3715174,56.64278,162.49454,654.3564,3349.221
474,3.0054345,3.7680073,53.694103,141.4797,619.2092,3170.3296
475,2.0651524,2.1530313,50.09093,147.54855,664.53973,3286.4485
476,2.597903,2.4680078,54.469368,158.1257,734.3839,3261.2776
477,1.9578867,2.1707006,52.607563,144.62823,648.01794,3187.4822
478,2.3070426,2.2658455,45.110924,145.87926,616.7631,2969.576
479,2.0391653,1.9999506,48.665462,139.36911,577.16223,2604.328
480,2.2898161,2.251006,55.343693,150.31285,604.0458,2656.0703
481,1.5017834,1.5017834,53.388397,140.86728,553.9328,2639.6846
482,1.4706903,1.4706903,49.17385,140.05496,575.3793,2622.9573
483,1.9478319,1.9478319,46.60096,132.67308,551.89795,2459.1929
484,1.5304378,1.7004865,19.895693,72.270676,595.34033,2241.9214
485,1.1817917,1.1817917,18.06453,71.41398,531.8062,2097.8489
486,2.181845,2.181845,12.923236,74.18273,585.57367,1793.141
487,2.5068855,2.5068855,10.3617935,84.23135,504.21826,1693.3176
488,2.6638608,2.6638608,12.986321,76.4195,571.8976,1754.3187
489,1.3282638,1.3282638,12.618506,90.48797,528.815,1808.7632
490,2.2439206,2.2439206,18.111645,96.648865,549.6003,1719.6445
491,2.0947843,2.0947843,13.052116,92.00937,510.16052,1727.3912
492,2.7386756,2.7386756,14.982166,98.43122,566.2615,1901.2853
493,1.2894615,1.2894615,17.89128,94.45306,559.46515,1787.5161
494,1.120043,1.120043,11.840455,96.3237,538.5807,1675.9043
495,5.8564796,5.7688513,91.9365,169.86711,444.47903,2134.5918
496,5.2326846,5.3045626,98.61598,171.71544,454.32355,2257.8171
497,5.493224,5.436593,98.55241,170.85626,449.60907,2230.5322
498,5.8165874,5.7746406,93.86238,161.55013,406.9514,2144.4053
499,5.3990307,5.385187,95.50747,159.24371,398.13007,2134.057
500,6.2460723,6.2460723,102.21465,159.80672,406.79932,2108.172
501,5.2728786,5.2597947,101.466934,152.28545,419.16113,1867.9205
502,5.4343243,5.4343243,100.62012,145.3911,417.95847,1902.4194
503,4.8059826,4.8059826,97.02889,135.13904,418.04254,1963.5815
504,4.791672,4.791672,82.13185,128.35207,413.8451,1947.4133
505,4.6543765,4.7300577,71.35449,120.19392,386.33847,1829.1952
506,3.404114,3.3520103,100.9424,226.52989,928.76733,3311.1956
507,3.0601895,3.0089014,101.447845,214.46971,906.49994,3335.9998
508,3.1027062,3.035256,97.752106,206.54918,926.5625,3263.3386
509,3.0383873,3.0049982,95.45878,208.83069,972.80145,3216.233
510,3.1337373,3.117244,96.750015,204.79799,1000.0251,3248.729
511,3.3353193,3.3353193,94.16989,210.54814,981.7716,3221.9348
512,3.0801473,3.064512,100.22205,199.66234,913.8187,2850.8875
513,2.7309582,2.7309582,95.26964,200.94516,825.40857,2670.312
514,2.9908185,2.9908185,99.13091,194.04678,817.53174,2578.3645
515,2.9385586,2.8921604,103.792984,199.94571,820.4301,2604.8157
516,2.28295,2.3129888,89.05007,187.11179,828.53064,2528.6675
517,2.6059415,3.3424032,42.431526,260.4242,560.2774,1594.0997
518,2.2743464,2.2743464,40.199074,225.61517,545.9,1607.2806
519,3.2421439,4.3228583,37.369972,180.82062,550.425,1565.5573
520,4.133177,3.6802258,39.68982,200.54399,594.38477,1608.4851
521,3.8409333,3.7279649,43.71886,221.53148,620.9885,1782.9839
522,4.6281924,4.402427,46.05616,210.80852,639.7065,1840.1581
523,4.5092854,4.1243463,47.12753,208.74692,638.5038,1783.2573
524,3.6488543,3.3724258,47.213963,206.98955,604.1065,1749.4044
525,3.7009254,3.5352123,49.658688,202.6671,602.8642,1780.9185
526,4.6372895,4.250849,50.458126,225.57101,662.746,1736.3889
527,3.3561552,3.0854976,44.82091,248.24722,582.2388,1536.4154
528,3.245184,3.1491725,87.12071,131.13232,483.57083,2296.6877
529,3.659992,3.6790545,84.71357,127.87097,513.2948,2388.0496
530,2.9135742,2.894655,89.166725,116.05107,528.34076,2333.9812
531,3.4422987,3.4234884,82.70922,118.9192,499.34024,2234.2024
532,2.8781383,2.8594491,76.00902,115.704895,445.8124,2083.5105
533,3.8320227,3.8506248,84.732346,138.97594,454.78296,2056.1035
534,2.969492,2.969492,100.15286,160.64052,485.84488,2081.7578
535,3.3024666,3.3024666,98.35607,169.26936,500.41342,2116.3247
536,2.6078632,2.6078632,92.22191,161.86615,490.40332,2079.1814
537,2.6074128,2.6074128,87.5805,151.47998,478.85318,1999.2606
538,2.735085,2.735085,79.47627,146.38881,468.7759,1904.1132
539,2.5015688,2.5015688,14.592484,223.8904,433.18832,2567.8604
540,1.8737041,1.8737041,17.487904,213.60226,516.51776,2694.5945
541,3.0938487,3.0938487,19.181862,228.5323,504.91614,2743.8313
542,2.872732,2.872732,17.236391,221.61075,535.76447,2716.5784
543,2.2333484,2.2333484,13.603122,197.54982,555.9007,2710.879
544,2.826992,2.826992,15.750384,193.44704,489.87735,2605.8809
545,2.5242522,2.5242522,13.9804735,207.37703,450.87027,2381.9233
546,4.0852532,4.0852532,16.341013,206.79164,459.49374,2314.3933
547,2.295188,2.295188,16.448847,197.00363,420.78445,2216.3865
548,2.099441,2.099441,14.886945,178.45248,415.3076,2158.607
549,1.4368151,1.4368151,13.649744,153.73923,385.96448,1999.6875
